카다, 40, 188
하파, 56, 166
하다, 66, 149
타나, 53, 165
자나, 63, 142
다마, 79, 163
아라, 92, 177
자마, 65, 152
마파, 96, 179
차다, 73, 179
라차, 72, 178
카나, 94, 180
라다, 60, 191
마나, 47, 199
바아, 59, 180
파파, 61, 169
마다, 83, 160
사파, 51, 153
카카, 75, 182
마카, 92, 187
타마, 73, 165
아가, 90, 166
아파, 44, 181
사나, 88, 195
라파, 44, 194
바마, 70, 157
하타, 93, 176
자마, 84, 173
가아, 62, 171
라아, 85, 158
나하, 50, 179
타바, 86, 157
다사, 69, 173
하자, 47, 193
가가, 64, 150
아하, 85, 156
라라, 42, 192
바차, 57, 172
사자, 73, 141
하자, 71, 142
라하, 91, 179
나아, 49, 188
자사, 97, 186
라카, 72, 175
마바, 99, 182
차자, 47, 176
타가, 96, 165
차차, 64, 145
바차, 64, 177
아자, 55, 196
나파, 82, 149
나자, 83, 146
아하, 83, 179
나카, 66, 194
바카, 84, 162
사파, 84, 171
자가, 42, 144
나마, 93, 154
바다, 70, 179
가바, 66, 172
타다, 80, 177
차마, 90, 172
다라, 47, 149
마바, 95, 161
하마, 64, 177
라나, 82, 149
타자, 62, 172
카다, 40, 147
마나, 95, 171
아마, 96, 188
나파, 50, 171
타자, 99, 160
차자, 76, 196
하차, 54, 191
가파, 97, 194
나파, 41, 179
사나, 69, 189
자마, 89, 183
하파, 79, 175
타파, 97, 182
하바, 69, 189
사아, 99, 160
가카, 52, 151
다라, 48, 181
다나, 97, 144
카라, 68, 188
차타, 63, 171
가라, 56, 187
차차, 79, 149
하타, 84, 188
카사, 95, 160
다타, 57, 181
바아, 98, 154
라가, 58, 154
하바, 59, 184
가하, 46, 152
아카, 89, 178
카다, 40, 178
나나, 98, 144
아나, 47, 145
라나, 47, 172
하아, 43, 193
가카, 62, 186
아라, 63, 151
나카, 46, 196
바카, 70, 187
타가, 91, 163
아아, 55, 161
하바, 96, 186
타카, 97, 188
바다, 99, 145
파타, 70, 184
카아, 93, 149
자나, 77, 141
자파, 81, 177
다차, 85, 192
파가, 78, 178
아바, 77, 165
카차, 59, 144
하라, 48, 195
카가, 44, 155
바라, 96, 177
카나, 60, 185
파사, 86, 175
카가, 66, 159
자바, 82, 145
다바, 51, 173
타파, 84, 148
사하, 99, 147
자아, 95, 189
사가, 52, 186
나가, 57, 163
바차, 95, 198
바가, 64, 156
아차, 67, 190
다타, 72, 148
아바, 50, 156
바마, 60, 145
나카, 71, 158
나파, 73, 182
바가, 76, 186
하가, 56, 195
카라, 99, 187
나자, 75, 195
아나, 44, 143
가나, 80, 142
마차, 54, 194
마하, 85, 184
하가, 97, 151
가아, 54, 165
다자, 50, 148
다하, 51, 177
바사, 89, 170
아카, 95, 152
라가, 73, 185
파가, 79, 188
라바, 90, 156
카다, 90, 186
마파, 42, 149
바마, 99, 196
카아, 61, 170
다마, 47, 195
타하, 45, 164
파사, 74, 197
타가, 97, 153
사라, 48, 195
사마, 78, 173
가하, 82, 163
차라, 45, 182
파바, 88, 192
가가, 72, 197
바하, 93, 149
사파, 59, 150
차파, 49, 199
파카, 91, 193
하다, 43, 159
라파, 90, 184
나타, 97, 179
다차, 61, 197
차타, 50, 198
아바, 53, 152
사바, 77, 165
차나, 80, 164
타아, 63, 151
사자, 54, 192
하가, 82, 169
하라, 45, 183
카하, 41, 149
마하, 95, 168
사차, 79, 170
자타, 60, 172
마타, 66, 146
카아, 89, 150
바아, 77, 151
마사, 42, 162
나카, 42, 161
바다, 84, 140
바자, 96, 160
파마, 78, 182
다마, 86, 175
파가, 92, 178
나바, 98, 169
나바, 46, 199
마라, 69, 164
바다, 70, 156
사마, 73, 142
카라, 91, 144
나카, 76, 169
다파, 89, 194
타차, 57, 188
카바, 62, 142
가바, 45, 193
하자, 52, 156
자카, 80, 190
카파, 44, 186
파사, 73, 186
마나, 89, 163
마파, 70, 185
하자, 88, 189
바카, 99, 158
자마, 50, 167
바가, 57, 182
나아, 53, 179
자바, 69, 183
타가, 84, 192
가라, 76, 174
아자, 86, 189
마타, 42, 186
하카, 59, 189
아다, 48, 186
하자, 77, 163
파사, 61, 147
타가, 49, 141
차자, 48, 166
차하, 99, 191
파라, 90, 170
가마, 67, 176
바자, 69, 167
차자, 99, 190
사자, 58, 172
바마, 81, 187
파사, 47, 181
하파, 45, 166
마차, 94, 174
하자, 43, 145
하파, 44, 147
카가, 51, 196
카하, 81, 193
파사, 50, 189
가차, 91, 166
사파, 42, 160
차타, 67, 186
사타, 93, 164
카하, 52, 155
사아, 77, 148
하바, 90, 148
카다, 46, 162
가카, 52, 193
타마, 46, 179
사바, 69, 198
파마, 73, 156
자사, 43, 148
타사, 64, 173
카차, 64, 198
마라, 59, 165
가하, 82, 167
바아, 67, 173
바사, 88, 167
자나, 87, 146
자하, 94, 171
사파, 91, 160
다가, 75, 166
바차, 74, 198
라사, 44, 181
타아, 67, 163
가다, 43, 187
나마, 91, 174
차나, 98, 172
타나, 95, 151
가라, 42, 174
라파, 66, 162
다가, 98, 169
차파, 40, 161
파가, 92, 179
카아, 44, 152
마하, 99, 169
타카, 47, 166
나자, 87, 175
바가, 46, 194
나파, 87, 182
차라, 88, 164
파하, 82, 154
사마, 57, 161
사차, 92, 180
파나, 78, 159
다카, 59, 154
아바, 55, 177
하다, 98, 160
자차, 97, 167
바자, 55, 143
사파, 78, 148
파다, 75, 153
사나, 61, 157
자다, 60, 148
타자, 66, 161
나다, 76, 177
가마, 64, 143
다자, 74, 185
라라, 54, 173
가타, 93, 168
파다, 97, 153
나차, 91, 160
아타, 55, 142
자나, 79, 190
마하, 76, 144
나자, 86, 168
마마, 66, 177
자나, 81, 173
자마, 74, 183
사마, 78, 180
자가, 69, 148
카가, 92, 153
타자, 41, 188
자나, 97, 180
가자, 46, 159
파타, 47, 159
라라, 95, 141
아파, 70, 142
하라, 47, 184
라라, 92, 185
마마, 89, 145
아아, 52, 185
다하, 66, 183
라가, 83, 179
사하, 49, 181
타다, 54, 166
나마, 48, 158
다사, 76, 177
자바, 68, 160
타카, 99, 193
바아, 68, 168
다마, 74, 184
사카, 65, 159
바나, 82, 151
마바, 78, 167
사하, 91, 180
가라, 45, 142
하바, 67, 183
가파, 79, 198
마하, 71, 147
차바, 79, 168
자라, 97, 179
바사, 78, 197
하차, 59, 162
바바, 65, 154
차카, 90, 146
가하, 60, 179
타파, 58, 175
파바, 43, 146
아하, 60, 154
라가, 74, 153
타다, 92, 189
차사, 52, 175
타나, 60, 158
마바, 93, 196
사사, 63, 175
라차, 89, 183
아바, 70, 144
파마, 82, 183
카가, 67, 167
마타, 74, 191
마타, 65, 165
자나, 84, 168
다나, 98, 197
하사, 52, 163
다가, 56, 154
카카, 66, 171
마다, 42, 188
자마, 75, 150
바자, 58, 198
가차, 66, 188
다가, 70, 152
아다, 80, 167
아타, 59, 185
가마, 85, 187
하라, 87, 180
나나, 44, 166
바사, 52, 156
하다, 99, 152
카하, 59, 161
가아, 88, 171
카다, 92, 186
바파, 45, 142
나파, 69, 144
다다, 88, 162
라사, 81, 182
나자, 51, 144
가하, 49, 157
카라, 40, 171
차파, 46, 168
아나, 75, 179
타아, 66, 197
다사, 73, 190
마마, 91, 196
카다, 57, 172
차마, 69, 153
라하, 89, 194
사마, 66, 152
다바, 58, 189
바나, 53, 155
차차, 57, 141
가가, 44, 177
라바, 49, 161
나다, 94, 175
나나, 46, 143
아아, 89, 167
바차, 52, 174
타바, 49, 189
사나, 75, 182
타라, 97, 196
마파, 74, 186
바나, 73, 189
다차, 59, 174
하라, 78, 176
마차, 90, 149
카아, 86, 186
카마, 54, 173
아파, 91, 153
아하, 66, 192
마타, 88, 193
카라, 48, 190
아가, 79, 186
마가, 42, 150
가다, 52, 198
아바, 57, 151
나하, 62, 179
바타, 70, 199
라아, 53, 166
차라, 52, 147
마다, 86, 190
다파, 85, 140
하아, 82, 168
바마, 50, 173
마나, 86, 190
타파, 71, 146
타다, 98, 183
다하, 92, 187
라차, 71, 149
바마, 62, 159
다차, 64, 143
하다, 52, 197
카자, 96, 149
나자, 75, 140
바파, 42, 186
아카, 86, 156
사자, 48, 179
마나, 41, 191
사아, 78, 194
라라, 77, 185
카사, 54, 140
바가, 58, 172
가파, 77, 145
마카, 58, 156
가라, 45, 162
카사, 69, 184
아바, 50, 182
다카, 81, 143
자바, 56, 141
마아, 56, 177
자라, 87, 193
라하, 55, 163
타나, 64, 165
나가, 58, 170
파가, 53, 162
아나, 76, 153
자나, 49, 164
라마, 81, 194
아카, 66, 149
차마, 66, 161
바마, 90, 165
가차, 59, 181
사사, 60, 156
가다, 71, 172
바하, 84, 186
자바, 81, 152
카차, 86, 143
하나, 74, 167
카차, 52, 196
마카, 81, 142
마하, 88, 141
차하, 46, 151
사마, 58, 169
타아, 70, 181
사하, 68, 196
차라, 62, 189
나다, 61, 185
라타, 52, 151
타카, 76, 155
카가, 52, 161
파아, 98, 152
아바, 83, 161
아라, 76, 194
다차, 73, 177
파하, 85, 187
다바, 98, 154
라타, 45, 189
라마, 83, 174
나라, 58, 178
나바, 73, 141
파카, 68, 179
파라, 63, 150
나마, 92, 140
카파, 46, 179
자하, 61, 147
바가, 60, 178
차하, 66, 153
다파, 95, 188
아하, 60, 185
차사, 97, 172
마바, 69, 157
바파, 76, 170
파바, 99, 192
바타, 46, 182
아파, 80, 158
파바, 59, 168
카차, 74, 197
파가, 54, 197
라파, 50, 173
파다, 48, 178
바카, 62, 140
바라, 77, 175
카바, 47, 181
하하, 42, 148
마마, 74, 192
